Male_EDL1,Male_EDL2,Male_EDL3,Male_EDL4,Male_EDL5,Male_EDL6,Female_EDL1,Female_EDL2,Female_EDL3,Female_EDL4,Female_EDL5,Female_EDL6,Male_SOL1,Male_SOL2,Male_SOL3,Male_SOL4,Male_SOL5,Male_SOL6,Female_SOL1,Female_SOL2,Female_SOL3,Female_SOL4,Female_SOL5,Female_SOL6,gene_id_go,transcript
0,0,0,0,0.09448767804058293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,ENSRNOT00000074554
1.6238903454890832,1.5316342447194506,1.647285124459038,1.9280237073139481,1.907484875708443,2.3490333398273373,1.7253673555503968,1.7537154447207286,1.1566504815591319,1.352554757386227,1.6811613920879571,2.313290032707567,2.0465245008884576,2.6353766499546367,1.3670721749545676,1.877762329509859,2.401410510127881,1.6042709564458806,2.1650781348929247,1.8032408414765755,2.1254186513929225,2.039001720721342,1.084248124261188,3.008247981169347,Ptprj,NM_017269
17.4220507137385,15.121635159056709,15.914565509745822,15.108542235891827,14.327804615017113,15.389488837197545,12.941419382117553,11.211353165122853,7.231812987460109,6.366551123763915,11.026650024103208,11.246856707048195,21.49693433586129,15.879833659983067,16.822265852182674,14.217513887134409,13.122562506224115,13.851414184244458,12.851303583052687,11.323547841539968,8.008784630740948,8.747537722895135,10.572370306392429,11.877787833030421,Fxn,NM_001191952
4.358690205230797,3.7917365878165734,3.830508060975835,4.041911270962604,4.880152725891577,5.087975039870792,3.216158308335466,3.4171344790821734,1.9883523522937743,2.0122131503145355,2.2422499064987895,2.7326627877668215,5.605404201069643,6.163245072737362,3.843946581318806,3.661123384354739,2.756483874013743,3.8077139997786915,3.4345224902246296,2.6956022665660218,2.1000575406248854,2.0315613536829447,2.3234122786526488,3.4455783295596936,F11r,NM_053796
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Olr111,NM_001000742
1.0381936844840571,0.7843460070956382,0.891411913074674,0.8890681643731665,0.9816883367576995,0.5760203230107915,0.705145846311875,0.3600969938537601,0.24955520438462608,0.6213578411115673,0.5985380408622506,0.7704514943090356,2.0062182397494515,2.045600908961071,1.4584878939139965,1.4841181782555175,0.9091725051191889,0.7313902526747859,1.3791163710291887,1.119814913134017,0.9358320164423477,0.783451190966759,0.9095719541346644,1.3238324404053656,NA,ENSRNOT00000021339
0,0.15345404085681247,0.04227904023857241,0.12100347567193064,0.030127568405492307,0.13356561235229975,0.11617588052216798,0,0.09764887991582295,0.08456770968007471,0.0960832684800056,0.1531282662596554,0.10337666417504285,0.4416147062763395,0.0913110729548949,0.14338842554906697,0.06324473852522933,0.17611503667379372,0.06541051974872202,0.03245735406786598,0.06509925327721529,0.11275694624009959,0.12654505076918787,0.13476543604194718,Ccl9,NM_001012357
0.6677936840089144,0.5715176499983566,0.9290272433353571,0.600880208576013,0.662014361400201,0.8705305693837045,0.9374743474477362,0.41981836758160124,0.5212736653273927,0.22047224629971512,1.0377603753398121,0.9124869584915148,2.040561562105288,1.5076699702138632,1.1902626571395791,0.6408356447249256,0.6595287786340875,0.6449833696464743,1.0109903606409307,0.43517800004774715,0.4727830918085655,0.3254590302519604,0.45951648708594656,0.690132590883693,Rasd2,NM_133568
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mir3120,NR_037396
3.2966654069365426,3.3458295867523606,3.292248260220691,2.2404567559537774,2.1583375445452204,2.5481688406515115,2.4325192521361276,1.584850970985953,1.1828243300852066,1.2292459837991365,1.5712110317067691,2.007210617808928,5.473925514460847,4.470481856467551,3.4761705018860374,2.903052573812785,2.987734427817509,2.8951761063081496,2.903286619511389,2.1398977982166185,1.7235440238384436,1.8585028564582182,1.5437935583466993,2.4486277273590202,Ranbp3,ENSRNOT00000071228
2.2012742262498968,3.2753433760129003,2.491434745923333,1.8341013983476866,1.817306205078598,2.5409679795560436,1.5812409982470073,1.2204151177585136,1.0723215551975283,1.111790390100478,1.9839396406218006,2.273662608595488,2.818065355344052,3.415174924347261,1.7653583669135395,2.1024314992205957,2.3623321348816266,1.33472544172708,2.4128782276854435,1.3704878239044678,2.008715025933398,1.778864624160765,0.866079702668062,2.469996241466437,Adamts5,NM_198761
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,ENSRNOT00000072442
0,0,0,0,0,0,0,0,0,0.03659207041880372,0.062362201949006664,0.04969343786724466,0,0,0,0,0,0,0,0,0,0,0,0,NA,ENSRNOT00000061398
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,ENSRNOT00000073695
49.94546188111524,48.309532822551894,59.19876094235383,61.459198777650556,57.23840146299952,73.75271927164059,55.55182532579442,60.15446167893713,38.11381025857504,38.812495957028446,74.52183512775387,64.27012671997737,53.00299921770915,58.550828191004925,59.37226187015242,64.24681035770897,61.727875099961295,68.13591929762717,58.7236002250172,51.907051909907686,54.95895265890657,56.65153946270154,73.4806275790707,51.52180213596643,Mrpl18,ENSRNOT00000020064
0.01660941948628013,0.02274373446756712,0,0,0,0,0,0,0,0,0,0,0.011491248716939483,0,0,0,0.014060446353746226,0,0,0.014431710725587875,0,0,0,0.059921575390848546,Clca4,ENSRNOT00000017943
3.1594240360853787,4.196311880048949,2.85456744955187,2.767200576989713,2.8106026382406797,2.169651316788121,4.7091418236815885,4.705547946296564,3.2610491048880905,2.2307045485328403,3.086691911224827,3.585232503790729,2.8425453109584593,1.9637303902506245,2.6185012306589415,1.821731573823192,1.8251298796795659,1.4916793165377267,2.2437871348498173,2.4506353460556696,2.2567405037450192,2.4762867006648963,1.8718671488286225,1.8956251967052125,Arhgap28,NM_001191815
1.260339745384859,0.9413551869812313,0.9077543844679092,0.9794091224407604,0.9702833422585024,0.9559091971087056,0.6730813853876044,0.5882458948029956,0.44926617327125196,0.5115706406378978,0.7858898786958698,0.7045175557716685,2.2657948840828457,2.1258600460074284,1.4625946811623762,1.282762010439452,1.4144786726976608,1.3279520775410156,1.128535751940696,1.4186431739609262,0.8985323465425039,0.8934473160436525,0.9541818021066335,1.2056201957232693,Stk10,ENSRNOT00000047011
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11612887173649661,0,0,0,0,0,0,0,RGD1564324,ENSRNOT00000067607
6.635418799199132,7.309560498872704,5.949929451435649,6.449647134659408,5.286191777215716,4.964935205331813,4.8333796377220235,3.5852415931352732,3.0381052299154185,2.937060529511974,3.7019834330711334,4.861156304957355,9.574135602339975,7.189408093617476,6.243417037424768,5.695784261155109,5.342547366946762,5.946621670530977,5.4900042407566145,4.344621351554117,3.8977241515581533,4.222024511173462,3.376325307341954,4.899837504725238,Vps11,NM_001108138
7.758170061395576,5.391699358374424,6.87358162293043,4.791978022353608,3.7542645714607077,4.787362253759417,5.085089944324776,3.356413421575241,2.6459034338752865,1.8507904057876639,3.411705120971176,4.565235923485948,8.703430368304677,5.687153768509174,4.622082563318576,4.3164884504182846,3.6721832413973243,4.457390619811551,4.323803074671932,2.8848469678802386,2.093462057571655,2.555853417516298,1.5542985748928573,3.0998618584513515,NA,ENSRNOT00000071259
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOC100909604,ENSRNOT00000008542
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06358533933341076,0,0.06328275827626735,0,0,0,NA,ENSRNOT00000060963
63.12940716582413,74.08219062668803,79.81123726763204,85.96265666868467,85.2261407917329,82.78155704266437,73.59907053636901,79.54646173265435,52.68397494837229,49.80705755464002,73.71265419976523,80.11648051972276,65.15934666458979,83.21650984160735,93.23487447633141,85.58781797397106,85.57543156493784,78.08921546921677,83.89498444495727,73.27510474738624,83.07857588012553,80.20742739887109,86.94530263944114,86.05438304190609,NA,ENSRNOT00000024447
0.18838304808578285,0.3353455089511745,0.29850061038547643,0.24408995327248603,0.07596720593638416,0.16839404765465021,0.5077619274673888,0.2368595739110462,0.16414893872130382,0.24167086883404756,0.33918596693861136,0.3475041112829151,0.07819983575213042,0.18558990492638286,0.13814550826157218,0.40494327503262323,0.15947274639871012,0.3108540641446871,0.21441394355033935,0.42557737254712846,0.27905319582621646,0.24167086883404756,0.22335993605054422,0.23786943063507227,NA,ENSRNOT00000065799
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,ENSRNOT00000071035
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,ENSRNOT00000072313
2.590013584342235,1.8740434042167997,1.9986925257036618,1.6843101971229186,1.7921759739842962,1.4469948178050567,1.49506617556248,1.2211877347340419,0.6667898454561716,0.8995140586783741,1.1923340439266223,1.221574660139392,6.037495754288411,5.306192350214287,3.261449945657069,3.8185669938917233,3.9864287510523524,3.734971840567644,3.9812156825237968,4.833308713549864,2.897971251405669,3.1649568731276125,3.9507910169582945,6.994694758527113,Qsox1,NM_001109898
0,0,0,0,0,0,0,0,0,0,0,0.07650478108864177,0,0,0,0,0.06319571159614,0,0,0,0,0,0,0,LOC108350839,ENSRNOT00000049438
2.637149207990664,4.918595667135683,2.521611388582127,1.178269916080216,1.6501884847597557,1.9915339097695006,2.121114872423152,5.602500561834764,1.1489495688175566,1.4067733361291368,1.1695121158708899,2.6559945955844335,1.6043150439573046,2.5532544314008097,1.0002830569874746,0.7679337057073543,1.1547091778898104,2.0721926930761985,1.393293483693859,3.0815177456953555,1.0300927168709129,0.4803616269709248,0.5005938186353355,1.763372007435554,Gadd45g,NM_001077640
0.014888901388598049,0.04077556352595985,0,0,0.01200817429643772,0.039927197199006115,0.030870070087213878,0,0,0,0,0.015258374706918352,0.020601812016331204,0.04400443385824068,0.012131516495450372,0,0.050415873815102416,0.011699251817796335,0,0,0,0,0,0,Map3k9,ENSRNOT00000009693
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Olr444,NM_001001123
10.296884877581292,11.706889680865277,12.932169301337764,12.598639564720912,11.687191975796928,10.598162866562317,10.953290345668767,10.208528610654579,5.7862913333779,7.425432098754432,10.338232436668743,11.075893181727485,12.852804495260537,15.62685651731895,13.669231933044545,13.002952399288755,13.678113691616803,12.7385451526456,12.098681802746167,11.516416522046493,8.972265508841035,8.155802469123719,11.134003761290518,11.808774304477954,Ccdc115,ENSRNOT00000017722
4.4866965418772455,4.49651769640053,5.998056925999821,6.014732447485555,5.751307376533686,5.386244503887891,5.684887032522748,5.300600598392318,4.173927342297332,4.121833595912568,5.93750482648321,5.908586671788554,5.375987898222422,5.263635469659565,6.878856553175149,7.521234445266873,6.954088533979026,6.948834208656928,5.9018014283925115,6.5538871163316585,6.685838367299798,6.297245771533089,5.7456095597776535,5.571472474853694,Rad50,ENSRNOT00000063772
0,0,0.6487819388990457,2.475769526049501,0,3.074394184323471,0,2.162189538987979,1.4984453120416164,1.2977116402097177,0.7372103158971858,0,1.5863395252575025,1.6941707035422664,0.46706338507483924,0.8801318120607013,0.9705055709407214,3.6033695598812705,2.007479998954825,0.9961316522256962,0.9989635413610775,0.865141093473145,1.9418639338271801,0.5170019257680651,Mir628,NR_032749
7.652818566825023,6.740684072470595,6.82001357763636,5.255692868443572,4.959953697281527,5.928685692220577,5.875099447036429,4.299611729304847,3.724657877583399,3.3609690933724763,5.036337140905861,4.7904217952282275,11.171155574343427,8.612519567377523,9.167924589510248,7.547659577310929,6.116519646409908,7.8336139787625045,7.835035769116643,6.637454548679123,4.914145393327775,5.129900195147463,4.0405450581867965,5.5093572914322,Tsc1,NM_021854
14.542410759543827,13.514440032973562,8.822023973507676,9.546513471370222,9.34679740617288,7.602442140582496,11.839762397226776,6.745091279234238,5.440007980672824,4.612518547267149,6.586813909429204,6.532159967601443,12.841590885168753,9.999290130689682,8.468062242443825,7.36153727587728,5.64897536129083,5.933809655674049,6.7097836921587914,4.433868604200246,4.837372366047392,5.120318754305734,3.640994875925963,4.9901925008917605,Stat5b,ENSRNOT00000026354
11.522649267541414,11.738084240299218,14.217216397092285,12.187195420743674,9.532600780187845,11.665531232394896,14.144329207105116,15.124351191499668,9.226467835058276,8.398895133337005,15.391604209569167,13.928766131251784,5.362954943256328,6.252091885661054,6.273348816792005,5.763299683037081,6.185125605665359,7.222743933797547,8.261748269810278,5.187975000931799,6.25239617511781,6.54125715090482,7.067596144944611,4.999434865929768,Abcd2,NM_033352
0.09846770366201656,0,0.22289440845611386,0.10632139068924239,0.23824807162380113,0,0.10207955691416122,0,0,0,0.1266373548780442,0.10091121431937414,0.20437503086139605,0.09700772944618294,0,0.15118828673435364,0.16671261341313007,0.07737296600972055,0.17242159500225496,0.25667195946919785,0,0.14861319397084702,0,0.17762029351540892,NA,ENSRNOT00000036109
0.1942082835065586,0.0886449129086812,0.586154158295454,0.7269535688212033,0.38636034416863263,0.5208035321655785,0.6845286555209107,0.5046465501052879,0.18050645329245607,0.27356975690358126,0.48288365945833417,1.0084066601143373,0.17915100849909954,0.038265753992350195,0.02109885686812934,0.09939644018970009,0.08768213816512031,0.2441648639661415,0.6688001394743288,0.31499081016870634,0.06768991998467103,0.11724418153010625,0.01096508271319462,0.6539330623320728,Grem2,NM_001105974
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lyzl6,ENSRNOT00000004650
0,0,0.09315843225217067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062112693890379655,0,0,Avp,NM_016992
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defb29,NM_001037368
0.1632424989151629,0.07184971255518752,0.6466609663418021,0.32104966247717825,0.2962307116484821,0.9901790204989019,0.5076909892003979,0.2858833970910368,0.3708466179698588,1.5398443000430115,0.6148328678895528,0.6631989105268565,0.25814751446253587,0.13210387856656006,0.25652010106544026,0.3088293971851208,0.4047004705557386,0.4397864773411213,0.2552190336484522,0.3242041265507533,0.2946452581130385,0.2771719740077421,0.3308151779749174,0.35756326431616275,Igfn1,ENSRNOT00000038874
8.234564605488185,12.656989765729975,13.774139625856664,12.480020904148567,9.428552892169803,13.125298248457895,12.599218388840404,11.72572019220404,6.181086912171668,7.711401862015438,11.440937017865943,12.980328706203725,18.052238732137063,31.293287706775903,12.233467893690984,16.223198881926585,14.109657915984338,10.602221974266046,17.777779606128792,14.855771082712067,11.440053632317724,12.877292429773352,8.906433619572741,24.42834099254108,C1s,ENSRNOT00000016330
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,ENSRNOT00000072913
35.08763050705738,31.24435581862407,26.56615750378025,25.642025248683055,24.434838194733967,24.30906095922481,28.549467259476625,23.185110446700016,15.707396671107679,15.007751796154759,23.449303935008842,28.08141669486635,31.190818954740937,32.36023697446087,27.606555356048414,24.899477076780993,24.27583870504837,22.262478648056728,25.439096937363832,20.993635007035756,19.942086787027723,21.042064476757712,18.0981162622977,22.786573066135514,NA,NM_001004081
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,ENSRNOT00000072463
0.19221839157974488,0.1316049625179183,0.2175556202296201,0.25943692638243276,0.11627076549305265,0,0.09963453758687592,0.12084093231868943,0,0.07252679825523371,0,0.14774126886878428,0.19947982054136262,0.09468419101633424,0.3132401145412096,0.036891752601346764,0.08135974846209641,0.037759860657438464,0.21036467054915836,0.12526206405233306,0.08374544658116817,0.036263399127616856,0,0.08668295761380734,Zfp771,ENSRNOT00000023999
0,0,0,0,0,0,0,0,0,0,0,0.06425206224241399,0,0,0.05108505774256055,0.04813220847206961,0.15922357023246211,0.04926481820150175,0,0,0.10926163733636785,0.09462480709862524,0,0,NA,ENSRNOT00000072593
0,0,0,0,0,0,0,0,0,0.12111975308624032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,ENSRNOT00000048493
